15923,GRP
60133,GRP
83681,IND
65507,IND
34263,IND
49139,IND
58995,IND
88490,GRP
46444,IND
60587,IND
44546,IND
51628,GRP
40110,GRP
15998,IND
96457,GRP
70841,IND
46139,GRP
40386,IND
98916,OTH
32190,IND
27550,IND
24040,OTH
73516,IND
88905,IND
42112,IND
37740,IND
72405,IND
47445,GRP
27158,IND
17183,IND
42325,OTH
15180,IND
58026,IND
81352,IND
33133,OTH
91036,GRP
22882,OTH
40842,IND
73612,IND
15815,OTH
24049,OTH
79204,IND
46229,GRP
34669,IND
34575,IND
20357,IND
52445,GRP
10991,IND
57135,GRP
72369,OTH
42192,IND
43587,IND
41553,IND
62986,GRP
70051,IND
73642,IND
11645,OTH
72274,IND
21524,IND
84579,IND
59519,GRP
51386,IND
10918,GRP
57541,IND
25125,IND
61295,IND
53351,IND
25463,OTH
85613,GRP
85886,OTH
54621,IND
80397,IND
67926,OTH
41588,GRP
51948,IND
28196,IND
50376,IND
45304,IND
27228,GRP
57326,GRP
88221,IND
97610,IND
63048,OTH
30075,IND
60466,OTH
25685,IND
16333,IND
78417,IND
51525,IND
84550,IND
23530,IND
57284,GRP
59700,IND
13433,GRP
80197,OTH
79309,GRP
47696,GRP
55633,IND
87934,OTH
27455,GRP
83466,OTH
48657,IND
86611,GRP
12193,GRP
63985,IND
20522,OTH
70324,IND
89329,GRP
11100,IND
83240,GRP
81890,IND
72037,OTH
94607,IND
72531,OTH
98575,IND
58342,IND
39429,GRP
18786,IND
67049,IND
98216,GRP
37649,OTH
59751,OTH
92215,OTH
22311,GRP
75125,IND
21354,IND
22594,OTH
33394,IND
56513,OTH
59691,IND
41997,IND
56637,IND
97410,IND
77746,IND
17704,OTH
61674,GRP
39860,IND
79934,OTH
55048,GRP
76833,GRP
55832,GRP
32056,IND
67841,IND
94427,OTH
96594,GRP
62689,IND
35968,IND
14516,OTH
15866,OTH
57185,IND
91430,IND
29203,IND
27913,IND
46410,IND
16856,OTH
89200,IND
45269,GRP
15437,IND
91472,OTH
98531,OTH
98685,GRP
31665,GRP
38732,OTH
46983,GRP
22067,IND
79756,IND
99563,GRP
23542,GRP
83416,OTH
67418,IND
58632,IND
35612,IND
96905,IND
79778,IND
90328,IND
71350,IND
43782,IND
58287,IND
32061,IND
63129,OTH
74797,IND
25177,IND
87428,IND
39400,IND
88745,IND
70443,GRP
90327,IND
65545,GRP
58543,GRP
79222,IND
72401,IND
31354,IND
29008,IND
41590,IND
72523,IND
14640,IND
74909,IND
96397,IND
34030,IND
29113,IND
11286,IND
41821,IND
76379,OTH
52080,IND
51762,IND
71592,IND
78688,OTH
76135,IND
30778,IND
22569,IND
48938,IND
41438,IND
73439,IND
